,src,nei,d,d_est,d_err_absolute,d_err_relative
1365,D6:B0,08:A6,1.6970562748477132,1.58,0.11705627484771308,0.0689760714377119
1366,D6:B0,08:A6,1.6970562748477132,1.67,0.027056274847713224,0.01594306284872088
1367,D6:B0,08:A6,1.6970562748477132,1.7,0.0029437251522868024,0.0017346066809428345
1368,D6:B0,08:A6,1.6970562748477132,1.67,0.027056274847713224,0.01594306284872088
1369,D6:B0,08:A6,1.6970562748477132,1.63,0.06705627484771326,0.0395132888882725
1370,D6:B0,08:A6,1.6970562748477132,1.68,0.017056274847713215,0.010050506338832975
1371,D6:B0,08:A6,1.6970562748477132,1.64,0.05705627484771325,0.033620732378384595
1372,D6:B0,08:A6,1.6970562748477132,1.62,0.07705627484771305,0.04540584539816027
1373,D6:B0,08:A6,1.6970562748477132,1.71,0.012943725152286811,0.0076271631908307385
1374,D6:B0,08:A6,1.6970562748477132,1.68,0.017056274847713215,0.010050506338832975
1375,D6:B0,08:A6,1.6970562748477132,1.62,0.07705627484771305,0.04540584539816027
1376,D6:B0,08:A6,1.6970562748477132,1.61,0.08705627484771306,0.05129840190804817
1377,D6:B0,08:A6,1.6970562748477132,1.7,0.0029437251522868024,0.0017346066809428345
1378,D6:B0,08:A6,1.6970562748477132,1.63,0.06705627484771326,0.0395132888882725
1379,D6:B0,08:A6,1.6970562748477132,1.63,0.06705627484771326,0.0395132888882725
1380,D6:B0,08:A6,1.6970562748477132,1.61,0.08705627484771306,0.05129840190804817
1381,D6:B0,08:A6,1.6970562748477132,1.67,0.027056274847713224,0.01594306284872088
1382,D6:B0,08:A6,1.6970562748477132,1.7,0.0029437251522868024,0.0017346066809428345
1383,D6:B0,08:A6,1.6970562748477132,1.62,0.07705627484771305,0.04540584539816027
1384,D6:B0,08:A6,1.6970562748477132,1.57,0.1270562748477131,0.0748686279475998
1385,D6:B0,08:A6,1.6970562748477132,1.62,0.07705627484771305,0.04540584539816027
1386,D6:B0,08:A6,1.6970562748477132,1.69,0.0070562748477132065,0.00415794982894507
1387,D6:B0,08:A6,1.6970562748477132,1.64,0.05705627484771325,0.033620732378384595
1388,D6:B0,08:A6,1.6970562748477132,1.72,0.02294372515228682,0.013519719700718644
1389,D6:B0,08:A6,1.6970562748477132,1.68,0.017056274847713215,0.010050506338832975
1390,D6:B0,08:A6,1.6970562748477132,1.67,0.027056274847713224,0.01594306284872088
1391,D6:B0,08:A6,1.6970562748477132,1.57,0.1270562748477131,0.0748686279475998
1392,D6:B0,08:A6,1.6970562748477132,1.69,0.0070562748477132065,0.00415794982894507
1393,D6:B0,08:A6,1.6970562748477132,1.71,0.012943725152286811,0.0076271631908307385
1394,D6:B0,08:A6,1.6970562748477132,1.62,0.07705627484771305,0.04540584539816027
1395,D6:B0,08:A6,1.6970562748477132,1.69,0.0070562748477132065,0.00415794982894507
1396,D6:B0,08:A6,1.6970562748477132,1.65,0.04705627484771324,0.02772817586849669
1397,D6:B0,08:A6,1.6970562748477132,1.62,0.07705627484771305,0.04540584539816027
1398,D6:B0,08:A6,1.6970562748477132,1.68,0.017056274847713215,0.010050506338832975
1399,D6:B0,08:A6,1.6970562748477132,1.64,0.05705627484771325,0.033620732378384595
1400,D6:B0,48:27,2.384994758904096,2.29,0.09499475890409581,0.03983017511860104
1401,D6:B0,48:27,2.384994758904096,2.28,0.10499475890409604,0.04402305644996096
1402,D6:B0,48:27,2.384994758904096,2.28,0.10499475890409604,0.04402305644996096
1403,D6:B0,48:27,2.384994758904096,2.21,0.17499475890409588,0.07337322576947963
1404,D6:B0,48:27,2.384994758904096,2.23,0.15499475890409586,0.06498746310675999
1405,D6:B0,48:27,2.384994758904096,2.26,0.12499475890409606,0.05240881911268061
1406,D6:B0,48:27,2.384994758904096,2.2,0.18499475890409567,0.07756610710083937
1407,D6:B0,48:27,2.384994758904096,2.18,0.2049947589040957,0.08595186976355902
1408,D6:B0,48:27,2.384994758904096,2.21,0.17499475890409588,0.07337322576947963
1409,D6:B0,48:27,2.384994758904096,2.27,0.11499475890409583,0.04821593778132069
1410,D6:B0,48:27,2.384994758904096,2.19,0.1949947589040959,0.08175898843219928
1411,D6:B0,48:27,2.384994758904096,2.24,0.14499475890409563,0.06079458177540007
1412,D6:B0,48:27,2.384994758904096,2.25,0.13499475890409585,0.05660170044404034
1413,D6:B0,48:27,2.384994758904096,2.25,0.13499475890409585,0.05660170044404034
1414,D6:B0,48:27,2.384994758904096,2.27,0.11499475890409583,0.04821593778132069
1415,D6:B0,48:27,2.384994758904096,2.28,0.10499475890409604,0.04402305644996096
1416,D6:B0,48:27,2.384994758904096,2.25,0.13499475890409585,0.05660170044404034
1417,D6:B0,48:27,2.384994758904096,2.22,0.16499475890409565,0.06918034443811973
1418,D6:B0,48:27,2.384994758904096,2.21,0.17499475890409588,0.07337322576947963
1419,D6:B0,48:27,2.384994758904096,2.22,0.16499475890409565,0.06918034443811973
1420,D6:B0,48:27,2.384994758904096,2.26,0.12499475890409606,0.05240881911268061
1421,D6:B0,48:27,2.384994758904096,2.27,0.11499475890409583,0.04821593778132069
1422,D6:B0,48:27,2.384994758904096,2.21,0.17499475890409588,0.07337322576947963
1423,D6:B0,48:27,2.384994758904096,2.24,0.14499475890409563,0.06079458177540007
1424,D6:B0,48:27,2.384994758904096,2.28,0.10499475890409604,0.04402305644996096
1425,D6:B0,48:27,2.384994758904096,2.26,0.12499475890409606,0.05240881911268061
1426,D6:B0,48:27,2.384994758904096,2.19,0.1949947589040959,0.08175898843219928
1427,D6:B0,48:27,2.384994758904096,2.22,0.16499475890409565,0.06918034443811973
1428,D6:B0,48:27,2.384994758904096,2.31,0.07499475890409579,0.03144441245588139
1429,D6:B0,48:27,2.384994758904096,2.27,0.11499475890409583,0.04821593778132069
1430,D6:B0,48:27,2.384994758904096,2.28,0.10499475890409604,0.04402305644996096
1431,D6:B0,48:27,2.384994758904096,2.25,0.13499475890409585,0.05660170044404034
1432,D6:B0,48:27,2.384994758904096,2.2,0.18499475890409567,0.07756610710083937
1433,D6:B0,48:27,2.384994758904096,2.18,0.2049947589040957,0.08595186976355902
1434,D6:B0,48:27,2.384994758904096,2.26,0.12499475890409606,0.05240881911268061
1435,D6:B0,48:27,2.384994758904096,2.22,0.16499475890409565,0.06918034443811973
1436,D6:B0,48:27,2.384994758904096,2.23,0.15499475890409586,0.06498746310675999
1437,D6:B0,48:27,2.384994758904096,2.27,0.11499475890409583,0.04821593778132069
1438,D6:B0,48:27,2.384994758904096,2.21,0.17499475890409588,0.07337322576947963
1439,D6:B0,48:27,2.384994758904096,2.27,0.11499475890409583,0.04821593778132069
1440,D6:B0,48:27,2.384994758904096,2.24,0.14499475890409563,0.06079458177540007
1441,D6:B0,48:27,2.384994758904096,2.23,0.15499475890409586,0.06498746310675999
1442,D6:B0,48:27,2.384994758904096,2.22,0.16499475890409565,0.06918034443811973
1443,D6:B0,48:27,2.384994758904096,2.23,0.15499475890409586,0.06498746310675999
1444,D6:B0,48:27,2.384994758904096,2.2,0.18499475890409567,0.07756610710083937
1445,D6:B0,48:27,2.384994758904096,2.28,0.10499475890409604,0.04402305644996096
1446,D6:B0,48:27,2.384994758904096,2.22,0.16499475890409565,0.06918034443811973
1447,D6:B0,48:27,2.384994758904096,2.26,0.12499475890409606,0.05240881911268061
1448,D6:B0,48:27,2.384994758904096,2.2,0.18499475890409567,0.07756610710083937
1449,D6:B0,48:27,2.384994758904096,2.29,0.09499475890409581,0.03983017511860104
1450,D6:B0,48:27,2.384994758904096,2.27,0.11499475890409583,0.04821593778132069
1451,D6:B0,48:27,2.384994758904096,2.24,0.14499475890409563,0.06079458177540007
1452,D6:B0,48:27,2.384994758904096,2.29,0.09499475890409581,0.03983017511860104
1453,D6:B0,48:27,2.384994758904096,2.28,0.10499475890409604,0.04402305644996096
1454,D6:B0,48:27,2.384994758904096,2.31,0.07499475890409579,0.03144441245588139
1455,D6:B0,48:27,2.384994758904096,2.2,0.18499475890409567,0.07756610710083937
1456,D6:B0,48:27,2.384994758904096,2.27,0.11499475890409583,0.04821593778132069
1457,D6:B0,48:27,2.384994758904096,2.21,0.17499475890409588,0.07337322576947963
1458,D6:B0,48:27,2.384994758904096,2.27,0.11499475890409583,0.04821593778132069
1459,D6:B0,48:27,2.384994758904096,2.25,0.13499475890409585,0.05660170044404034
1460,D6:B0,48:27,2.384994758904096,2.19,0.1949947589040959,0.08175898843219928
1461,D6:B0,48:27,2.384994758904096,2.23,0.15499475890409586,0.06498746310675999
1462,D6:B0,48:27,2.384994758904096,2.21,0.17499475890409588,0.07337322576947963
1463,D6:B0,48:27,2.384994758904096,2.2,0.18499475890409567,0.07756610710083937
1464,D6:B0,48:27,2.384994758904096,2.22,0.16499475890409565,0.06918034443811973
1465,D6:B0,48:27,2.384994758904096,2.25,0.13499475890409585,0.05660170044404034
1466,D6:B0,48:27,2.384994758904096,2.21,0.17499475890409588,0.07337322576947963
1467,D6:B0,48:27,2.384994758904096,2.28,0.10499475890409604,0.04402305644996096
1468,D6:B0,48:27,2.384994758904096,2.21,0.17499475890409588,0.07337322576947963
1469,D6:B0,48:27,2.384994758904096,2.3,0.08499475890409602,0.035637293787241314
1470,D6:B0,48:27,2.384994758904096,2.29,0.09499475890409581,0.03983017511860104
1471,D6:B0,48:27,2.384994758904096,2.28,0.10499475890409604,0.04402305644996096
1472,D6:B0,48:27,2.384994758904096,2.29,0.09499475890409581,0.03983017511860104
1473,D6:B0,48:27,2.384994758904096,2.3,0.08499475890409602,0.035637293787241314
1474,D6:B0,48:27,2.384994758904096,2.28,0.10499475890409604,0.04402305644996096
1475,D6:B0,48:27,2.384994758904096,2.21,0.17499475890409588,0.07337322576947963
1476,D6:B0,48:27,2.384994758904096,2.26,0.12499475890409606,0.05240881911268061
1477,D6:B0,48:27,2.384994758904096,2.21,0.17499475890409588,0.07337322576947963
1478,D6:B0,48:27,2.384994758904096,2.24,0.14499475890409563,0.06079458177540007
1479,D6:B0,48:27,2.384994758904096,2.24,0.14499475890409563,0.06079458177540007
1480,D6:B0,48:27,2.384994758904096,2.23,0.15499475890409586,0.06498746310675999
1481,D6:B0,48:27,2.384994758904096,2.24,0.14499475890409563,0.06079458177540007
1482,D6:B0,48:27,2.384994758904096,2.29,0.09499475890409581,0.03983017511860104
1483,D6:B0,48:27,2.384994758904096,2.3,0.08499475890409602,0.035637293787241314
1484,D6:B0,48:27,2.384994758904096,2.29,0.09499475890409581,0.03983017511860104
1485,D6:B0,48:27,2.384994758904096,2.2,0.18499475890409567,0.07756610710083937
1486,D6:B0,48:27,2.384994758904096,2.29,0.09499475890409581,0.03983017511860104
